ܐܚܝܢܐ	ʔəħjɑnɑʔ
ܐܚܝܢܐ	ʔəħjɑneʔ
ܐܚܝܢܘܬܐ	ʔəħjɑnutɑʔ
ܐܚܝܢܘܬܐ	ʔəħjɑnwɑtɑʔ
ܐܚܝܢܝܬܐ	ʔəħjɑnjɑtɑʔ
ܐܚܝܢܬܐ	ʔəħjɑntɑʔ
ܐܚܝܢܬܐ	ʔəħjɑnɑtɑʔ
ܐܚܝܢܬܐ	ʔəħjɑnjɑtɑʔ
ܐܝܟ	ʔajk
ܐܝܩܪܐ	jəqɑrɑʔ
ܐܝܩܪܐ	jəqɑreʔ
ܐܝܩܪܬܐ	jəqartɑʔ
ܐܢܫܐ	ʔɛ̆nɑʃɑʔ
ܐܢܬ	ʔant
ܐܢܬܘܢ	ʔanton
ܐܢܬܝ	ʔanti
ܐܢܬܝܢ	ʔantejn
ܐܢܬܬܐ	ʔantətɑʔ
ܐܫܬܩܕܝ	ʔɛʃtəqadj
ܒܩܐ	bqɑʔ
ܓܢܒܪܐ	ɡanbɑrɑʔ
ܓܢܒܪܐ	ɡanbɑreʔ
ܕܝܢ	dɛn
ܝܒܡܬܐ	jəbamtɑʔ
ܝܕܥ	jədaʕ
ܝܗܒ	jəhab
ܝܗܒ	jəhɑb
ܝܗܒܐ	jəhɑbɑʔ
ܝܗܒܐ	jəhɑbeʔ
ܝܗܘܕܝܐ	jəhudɑjɑʔ
ܝܗܘܕܝܐ	jəhudɑjeʔ
ܝܠܝܕܘܬܐ	jəlidutɑʔ
ܝܠܝܕܘܬܐ	jəlidwɑtɑʔ
ܝܫܘܥ	jeʃuʕ
ܝܫܘܥ	iʃoʕ
ܝܬܒ	jətɛb
ܟܫܘܬܐ	kəʃuːθ
ܠܒܘܢܬܐ	ləbuntɑʔ
ܡܕܝܢܬܐ	mədintɑʔ
ܡܛܠܠܐ	matˤləlɑʔ
ܡܛܠܠܐ	matˤləleʔ
ܡܛܠܠܐ	matˤləleʔ
ܡܦܩܬܐ	manpaqtɑʔ
ܡܩܘܪܐ	manqorɑʔ
ܢܬܠ	nɛntɛl
ܣܦܝܢܬܐ	səpintɑʔ
ܥܕܬܐ	ʕedtɑʔ
ܥܪܛܢܝܬܐ	ʕartˤaːniːθaː
ܫܝܟ	ʃajk
ܫܢܬܐ	ʃantɑʔ
ܫܬܐ	ʃətɑ
ܬܐܢܬܐ	teʔntɑʔ
ꠈꠣꠟꠤ	xáli
