ՠ	æ	0
ա	ɑ	6051
աա	ɑ ɑ	68
աաակ	ɑ ɑ ɑ k	0
աաբ	ɑ ɑ b ə	0
աագ	ɑ ɑ ɡ ə	3
աագխ	ɑ ɑ ɡ ə χ ə	0
աաի	ɑ ɑ i	10
աախ	ɑ ɑ χ ə	24
աած	ɑ ɑ t s ə	447
աակ	ɑ ɑ k ə	2
աահ	ɑ ɑ h ə	138
աահհի	ɑ ɑ h ə h ə i	0
աան	ɑ ɑ n ə	3
աապ	ɑ ɑ p ə	40
աապբ	ɑ ɑ p ə b ə	0
աապվ	ɑ ɑ p ə v ə	1
աառ	ɑ ɑ r ə	0
աարե	ɑ ɑ ɾ ɛ	0
աարե	ɑː ɾ ɛ	0
աբա	ɑ b ɑ	1
աբադան	ɑ b ɑ d ɑ n	0
աբալովկա	ɑ b ɑ l o f k ɑ	0
աբական	ɑ b ɑ k ɑ n	2
աբայ	ɑ b ɑ j	1
աբանոս	ɑ b ɑ n ɔ s	0
աբաջյան	ɑ b ɑ d ʒ j ɑ n	16
աբաս	ɑ b ɑ s	20
աբասանոց	ɑ b ɑ s ɑ n ɔ t͡sʰ	0
աբասթուման	ɑ b ɑ s tʰ u m ɑ n	2
աբասի	ɑ b ɑ s i	15
աբարան	ɑ b ɑ ɾ ɑ n	2
աբարանցի	ɑ b ɑ ɾ ɑ n t͡sʰ i	0
աբբա	ɑ bː ɑ	34
աբբահայր	ɑ bː ɑ h ɑ j ɾ	1
աբբայական	ɑ bː ɑ j ɑ k ɑ n	0
աբբայարան	ɑ bː ɑ j ɑ ɾ ɑ n	0
աբբայություն	ɑ bː ɑ j u tʰ j u n	0
աբբայուհի	ɑ bː ɑ j u h i	0
աբգար	ɑ b ɡ ɑ ɾ	37
աբեթ	ɑ b ɛ tʰ	0
աբեթասունկ	ɑ b ɛ tʰ ɑ s u ŋ k	0
աբեթենի	ɑ b ɛ tʰ ɛ n i	0
աբել	ɑ b ɛ l	30
աբեղա	ɑ b ɛ ʁ ɑ	22
աբեղաթող	ɑ b ɛ ʁ ɑ tʰ ɔ ʁ	0
աբեղախոտ	ɑ b ɛ ʁ ɑ χ ɔ t	0
աբեղաձագ	ɑ b ɛ ʁ ɑ d͡z ɑ kʰ	0
աբեղայական	ɑ b ɛ ʁ ɑ j ɑ k ɑ n	0
աբեղայակերպ	ɑ b ɛ ʁ ɑ j ɑ k ɛ ɾ p	0
աբեղայություն	ɑ b ɛ ʁ ɑ j u tʰ j u n	0
աբեղացու	ɑ b ɛ ʁ ɑ t͡sʰ u	0
աբեղուկ	ɑ b ɛ ʁ u k	0
աբերդին	ɑ b ɛ ɾ d i n	1
աբիջան	ɑ b i d͡ʒ ɑ n	1
աբիսողոմ	ɑ b i s ɔ ʁ ɔ m	4
աբխազ	ɑ pʰ χ ɑ z	5
աբխազական	ɑ pʰ χ ɑ z ɑ k ɑ n	77
աբխազերեն	ɑ pʰ χ ɑ z ɛ ɾ ɛ n	1
աբխազիա	ɑ pʰ χ ɑ z j ɑ	15
աբո	ɑ b ɔ	4
