آ	ɒː	165
آب	ɑː b	9967
آب	ɒː b	9967
آب	ɔː b	9967
آبان	ɒː b ɒː n	1846
آبشار	ɑː b ʃ ɑː ɾ	228
آبشار	ɒː b ʃ ɒː ɾ	228
آبشار	ɔː b ʃ ɔː ɾ	228
آبلیمو	ɒː b l iː m uː	4
آبنوس	ɒː b n uː s	2
آبگینه	ʔ ɒː b ɡ iː n e	14
آبگینه	ʔ ɒː b ɡ iː n æ	14
آتش	ɑː tʰ a ʃ	3369
آتش	ɒː tʰ a ʃ	3369
آتش	ɒː tʰ æ ʃ	3369
آتش	ɔː tʰ a ʃ	3369
آخ	ɒː χ	9
آخر	ɒː x æ ɾ	2558
آخور	ʔ ɒː x o ɾ	9
آخور	ʔ ɒː xʷ æ ɾ	9
آدم	ɒː d æ m	1416
آدم‌ها	ɒː d æ m h ɒː	0
آدینه	ɑː d iː n a	17
آدینه	ɒː d iː n a	17
آدینه	ɒː d iː n e	17
آدینه	ɔː d i n a	17
آذر	ɒː z æ ɾ	1858
آذرخش	ɒː z æ ɾ æ x ʃ	25
آذرخش	ɒː ð æ ɾ æ x ʃ	25
آذرخش	ɒː ð ɾ æ x ʃ	25
آرامی	ɒː ɾ ɒː m iː	148
آرایش	ɑː ɾ ɑː j i ʃ	107
آرایش	ɒː ɾ ɒː j e ʃ	107
آرایش	ɒː ɾ ɒː j ɪ ʃ	107
آرایش	ɔː ɾ ɔː j i ʃ	107
آرزو	ʔ ɒː ɾ e z uː	444
آرژانتین	ɒː ɾ ʒ ɒː n t iː n	178
آری	ɑː ɾ eː	158
آری	ɒː ɾ eː	158
آری	ɒː ɾ iː	158
آری	ɔː ɾ e	158
آزردن	ɒː z o ɾ d æ n	2
آزمایش	ɑː z m ɑː j i ʃ	497
آزمایش	ɒː z m ɒː j e ʃ	497
آزمایش	ɒː z m ɒː j ɪ ʃ	497
آزمایش	ɔː z m ɔː j i ʃ	497
آزموده	ɑː z m uː d a	84
آزموده	ɒː z m uː d a	84
آزموده	ɒː z m uː d e	84
آزموده	ɔː z m u d a	84
آسان	ɑː s ɑː n	719
آسان	ɒː s uː n	719
آسان	ɒː s ɒː n	719
آسان	ɔː s ɔː n	719
آستانه	ʔ ɒː s t ɒː n e	2149
آستانه	ʔ ɒː s t ɒː n æ	2149
آسمان	ɒː s e m ɒː n	917
آسمان	ɒː s m ɒː n	917
آسیا	ɒː s ɪ j ɒː	2004
آسیاب	ɒː s i j ɒː b	33
آش	ʔ ɒː ʃ	121
آشتی	ɒː ʃ t iː	391
آشوب	ɒː ʃ uː b	361
آشوب‌ها	ɒː ʃ uː b h ɒː	0
آغا	ɑː ɣ ɑː	9
آغا	ɒː ɣ ɒː	9
آغا	ɔː ɣ ɔː	9
آغاز	ʔ ɒː ɣ ɒː z	15344
آفریدن	ɒː f æ ɾ iː d æ n	0
آفرین	ɑː f a ɾ iː n	143
آفرین	ɒː f a ɾ iː n	143
آفرین	ɒː f e ɾ iː n	143
آفرین	ɒː f æ ɾ iː n	143
آفرین	ɔː f a ɾ i n	143
آقا	ɑː q ɑː	1028
آقا	ɒː q ɒː	1028
آقا	ɒː ɣ ɒː	1028
آقا	ɔː q ɔː	1028
آلودن	ɒː l uː d æ n	8
آمار	uː m ɒː ɾ	5258
آمار	ɑː m ɑː ɾ	5258
آمار	ɒː m ɒː ɾ	5258
آمار	ɔː m ɔː ɾ	5258
آمارگر	ʔ ɒː m ɒː ɾ ɡ æ ɾ	0
آمدن	uː m æ d æ n	1880
آمدن	ɑː m a d a n	1880
آمدن	ɒː m a d a n	1880
آمدن	ɒː m æ d æ n	1880
آمدن	ɔː m a d a n	1880
آموختن	ɑː m oː x t a n	105
آموختن	ɒː m oː x t a n	105
آموختن	ɒː m uː x t æ n	105
آموختن	ɔː m ɵː x t a n	105
آموزش	uː m uː z e ʃ	9310
آموزش	ɑː m oː z i ʃ	9310
آموزش	ɒː m oː z ɪ ʃ	9310
آموزش	ɒː m uː z e ʃ	9310
آموزش	ɔː m ɵː z i ʃ	9310
آموزگار	ɑː m oː z ɡ ɑː ɾ	81
آموزگار	ɒː m oː z ɡ ɒː ɾ	81
آموزگار	ɒː m uː z ɡ ɒː ɾ	81
آموزگار	ɔː m ɵː z ɡ ɔː ɾ	81
آمیختن	ʔ ɒː m eː x t æ n	3
آمیختن	ʔ ɒː m iː x t æ n	3
آمیزش	ɒː m iː z e ʃ	8
آن	uː n	114667
آن	ɑː n	114667
آن	ɒː n	114667
آن	ɔː n	114667
آنجا	uː n d ʒ ɒː	4357
آنجا	ɑː n d ʒ ɑː	4357
آنجا	ɒː n d ʒ ɒː	4357
آنجا	ɔː n d ʒ ɔː	4357
آهار	ɑː h ɑː ɾ	2
آهار	ɒː h ɒː ɾ	2
آهار	ɔː h ɔː ɾ	2
آهسته	ɑː h i s t a	116
آهسته	ɒː h e s t e	116
آهسته	ɒː h ɪ s t a	116
آهسته	ɔː h i s t a	116
آوازه	ɑː v ɑː z a	49
آوازه	ɒː v ɒː z e	49
آوازه	ɒː w ɒː z a	49
آوازه	ɔː v ɔː z a	49
آویختن	ɒː v iː x t æ n	3
آچار	ɑː t ʃ ɑː ɾ	8
آچار	ɒː t ʃ ɒː ɾ	8
آچار	ɔː t ʃ ɔː ɾ	8
آژیر	ɑː ʔ ʒ iː ɾ	11
آژیر	ɒː ʒ iː ɾ	11
آژیر	ɒː ʔ ʒ iː ɾ	11
آژیر	ɔː ʔ ʒ i ɾ	11
آکندن	ʔ ɒː k æ n d æ n	0
آینده	ɑː j a n d a	6419
آینده	ɒː j a n d a	6419
آینده	ɒː j æ n d e	6419
آینده	ɔː j a n d a	6419
ئەگەر	ɛ ɡ ɛ r	0
ا	e	312
ا	o	312
ا	æ	312
ا	ɒː	312
ابتکار	e b t e k ɒː ɾ	738
ابتکار	i b t i k ɑː ɾ	738
ابتکار	i b t i k ɔː ɾ	738
ابتکار	ɪ b t ɪ k ɒː ɾ	738
ابرش	æ b ɾ æ ʃ	1
ابرنواختر	æ b æ ɾ n o ʊ æ x t æ ɾ	12
ابری	ʔ æ b ɾ iː	132
ابریق	e b ɾ iː ɣ	0
ابریق	i b ɾ i q	0
ابریق	i b ɾ iː q	0
ابریق	ɪ b ɾ iː q	0
ابری‌ساز	ʔ æ b ɾ iː s ɒː z	0
ابری‌سازی	ʔ æ b ɾ iː s ɒː z iː	0
ابزار	a b z ɑː ɾ	1532
