あくと	a k u t o	0
あぐと	a ɡ u t o	0
あずまじ	a z u m a d ʑ i	0
あたけぶね	a t a k e b u n e	0
いせき	i s e k i	0
いちう	i t ɕ i u	0
いちにん	f i d a r i	0
いちにん	h i d a r i	0
いちにん	pʲ i d a r i	0
いちにん	pʲ i t̚ t a r i	0
いぶん	i b u n	0
ういざん	u i z a n	0
うち	ɯ ˥ t ɕ i ˩	7056
うち	ɯ ˩ t ɕ i ˥	7056
えんちょう	e n t ɕ oː	0
おさけび	o s a k e b i	0
おたけび	o t a k e b i	0
おはこ	o h a k o	0
おんたけ	o n t a k e	0
かいぶん	k a i b u n	0
かかと	k a k a t o	87
かきかえ	k a k i k a e	0
かくとう	k a k u t oː	0
かちょう	k a t͡ɕ o o	0
かてい	k a t eː	0
がみ	ɡ a m i	0
きか	k i k a	43
きけい	k i k e i	0
きじつ	k i d ʑ i t s u	0
きにち	k i n i t ɕ i	0
ぎょるいがくしゃ	ɡ j o ɽ u i ɡ a k u s j a	0
くびいす	k u b i i s u	0
くびす	k u b i s u	0
くみあい	k u m i a i	0
げきおん	ɡ e k i o n	0
げきこう	ɡ e k i k oː	0
こうきんせい	k oː k i n s e i	0
こうくう	k oː k uː	3
こうこう	k oː k oː	0
こうこうがい	k oː k oː ɡ a i	0
こうわ	k oː w a	0
こみず	k o m i z u	0
こもんじょ	k o m o n d ʑ o	0
こんこう	k o n k oː	0
こんにった	k o n n i t t a	0
こんにゃ	k o n n j a	0
こんにゅう	k o ɴ n j uː	0
こんや	k o ɴ j a	0
ごじつ	ɡ o d ʑ i t s u	0
ごにゅう	ɡ o nʲ uː	0
さいずり	s a i z u r i	0
さえずり	s a e z u r i	16
さくり	s a k u r i	0
さくる	s a k u r u	0
さといも	s a t o i m o	0
さんい	s a ɴ i	0
さんご	s a ɴ ɡ o	0
さんみ	s a m m i	0
したたる	ɕ i t a t a ɽ u͍	4
しっそう	s i s s o o	2
しめきり	ɕ i m e k i r i	0
しゃくり	ɕ a k u r i	0
しゃくる	ɕ a k u r u	0
しゃっくり	ɕ a k k u r i	0
しゅつがん	s j u t s u ɡ a ɴ	0
しょざん	ɕ o z a n	0
しょや	ɕ o j a	0
じゅきゅ	d͡ʑ i k i	0
じゅきゅ	d͡ʑ i k j u	0
じゅきゅ	d͡ʑ i k u	0
じゅきゅ	d͡ʑ u k j u	0
すき	s u k i	163
すしづめ	s u ɕ i z u m e	0
せいこうい	s e i k oː i	0
せんぼん	s e ɴ b o ɴ	0
せんもう	s e m m oː	0
そうし	s oː ɕ i	0
そし	s o s i	7
そや	s o j a	0
ぞくちょう	z o k u t͡ɕ o o	0
たいきょく	t a i k j o k u	0
たくあん	t a k u a n	0
たくあん	t a k u w a n	0
ためらい	t a m e ɽ a i	20
ちゅうもん	t ɕ uː m o n	0
ちょうえつ	t y o o e t͡s u	0
つうやく	t͡s u u j a k u	0
つじ	t s u d ʑ i	0
つじげ	t s u d ʑ i ɡ e	0
つむじ	t s u m u d ʑ i	1
つむじげ	t s u m u d ʑ i ɡ e	0
とんじき	t o n d ʑ i k i	0
なんこうがい	n a ɴ k oː ɡ a i	0
のうおん	n oː o n	0
はいずみ	h a i z u m i	0
はっこう	h a k k oː	0
はつざん	h a t s u z a n	0
はんちょう	h a n t ɕ oː	0
はんぷ	h a m p u	0
ばんりょく	b a n r y o k u	0
ひきまゆ	h i k i m a j u	0
ぶんこうとくせい	b u ɴ k o o t o k u s e e	0
へいおん	h e i o n	0
へいおん	h eː o n	0
へいさおん	h e i s a o n	0
へいさおん	h eː s a o n	0
へいそくおん	h e i s o k u o n	0
へいそくおん	h eː s o k u o n	0
ほうしょう	h o o s j o o	0
ほうにょうはん	h oː n j oː h a n	0
ほぬの	h o n u n o	0
ますら	m a s u r a	0
まな	m a n a	1
まるたごや	m a r u t a ɡ o j a	0
まんだん	m a n d a n	0
まんな	m a n n a	0
みくだりはん	m i k u d a r i h a n	0
みたけ	m i t a k e	1
みょうでん	m j oː d e n	0
やしない	j a ɕ i n a i	0
やたい	j a t a i	0
やたいみせ	j a t a i m i s e	0
ゆかしい	j u k a ɕ iː	2
