$deity	d e ɪ ɪ t i	0
$deity	d iː ɪ t i	0
'cause	k ʌ z	0
'dswounds	d z w u n d z	0
'em	m̩	0
'em	ə m	0
'em	ɪ m	0
'emselves	ə m s ɛ l v z	0
'fraid	f ɹ e ɪ d	0
'ho	h o ʊ	0
'kay	k e ɪ	0
'll	ə l	0
'mater	m e ɪ t ɚ	0
'mong	m ʌ ŋ	0
'murica	m ɝ ɪ k ə	0
'n'	ə n	0
'nough	n ʌ f	0
'nuff	n ʌ f	0
'sblood	z b l ʌ d	0
'scuse	s k j uː s	0
'scuse	s k j uː z	0
'sdeath	z d ɛ θ	0
'sfar	s f ɑː ɹ	0
'sup	s ʌ p	0
'swounds	z w u n d z	0
'tis	t ɪ z	0
'tshall	t͡ʃ æ l	0
'tude	t u d	0
'twas	t w ʌ z	0
'twill	t w ɪ l	0
'twixt	t w ɪ k s t	0
'ud	ə d	0
++	p l ʌ s p l ʌ s	0
.com	d ɑ t k ɑ m	0
@	i t ʃ æ t	0
a	e ɪ	456676
a	e ɪ̯	456676
a	ɑː	456676
a	ə	456676
a'n't	æ n t	0
aa	ɑ ɑ	164
aaawesome	ɔːːː s ə m	0
aabomycin	æ b o ʊ m a ɪ s ɪ n	0
aachen	ɑ k ə n	4
aachen	ɑ x ə n	4
aacu	e ɪ e ɪ k e ɪ j ʊ	0
aacu	æ k ʊ	0
aalborg	ɔ l b ɔ ɹ	0
aalborg	ɔ l b ɔ ɹ ɡ	0
aalii	ɑ l i i	0
aalst	ɑ l s t	2
aam	ɑ m	13
aam	ɔ m	13
aandblom	ɑ n t b l ɑ m	0
aar	ɑ ɹ	1
aarau	aː ɹ a u	0
aardvark	ɑ ɹ d v ɑ ɹ k	1
aardwolf	ɑ ɹ d w ʊ l f	1
aardwolves	ɑ ɹ d w ʊ l v z	0
aare	ɑ ɹ ə	0
aarhus	ɔ ɹ h u s	1
aaron	æ ɹ ə n	441
aaron	ɛ ɹ ə n	441
aaronic	æ ɹ ɑ n ɪ k	1
aaronic	ɛ ɹ ɑ n ɪ k	1
aaronical	æ ɹ ɑ n ɪ k ə l	0
aaronical	ɛ ɹ ɑ n ɪ k ə l	0
aaronite	æ ɹ ə n a ɪ t	0
aaronite	ɛ ɹ ə n a ɪ t	0
aasvoel	ɑ s f o ʊ ə l	0
aasvogel	ɑ s f o ʊ ɡ ə l	0
aaxten	aː k s t ə n	0
ab	æ b	491
ab	ɑ b	491
aba	æ b ə	17
aba	ə b ɑ	17
ababdeh	ə b æ b d ɛ	0
abaca	æ b ə k ɑ	4
abacate	æ b ə k ɑ t i	0
abacavir	ə b æ k ə v ɪ ə ɹ	1
abacaxi	æ b ə k ə ʃ i	0
abaci	æ b ə k a ɪ	0
abaci	æ b ə s a ɪ	0
abaci	ə b æ k a ɪ	0
abacisci	æ b ə k ɪ s k a ɪ	0
abacisci	æ b ə k ɪ s k i	0
abacisci	æ b ə s ɪ s a ɪ	0
abaciscus	æ b ə s ɪ s k ə s	0
abaciscus	æ b ə s ɪ s k ɪ s	0
abacist	æ b ə k ə s t	0
abacist	æ b ə s ə s t	0
abacist	æ b ə s ɪ s t	0
abacist	ə b æ k ə s t	0
abacist	ə b ɑ k ə s t	0
aback	ə b æ k	26
abackward	ə b æ k w ə d	0
abaco	æ b æ k o ʊ	3
abaco	æ b ə k o ʊ	3
abacost	æ b ə k ɑ s t	0
abacterial	e ɪ b æ k t ɪ ɹ i ə l	0
abactinal	æ b æ k t a ɪ n l̩	0
abactinal	æ b æ k t ə n l̩	0
abactinally	æ b æ k t ə n l̩ i	0
abactor	æ b æ k t ɚ	0
abaculi	ə b æ k j ə l a ɪ	0
abaculi	ə b æ k j ə l i	0
abaculus	ə b æ k j ə l ə s	0
abacus	æ b ə k ə s	6
abacus	ə b æ k ə s	6
abacus	ə b ɑ k ə s	6
abadan	æ b ə d æ n	11
abadan	ɑ b ɑ d ɑ n	11
abadan	ɑ b ə d ɑ n	11
abaddon	ə b æ d n̩	1
abaft	ə b æ f t	1
abaft	ə b ɑ f t	1
abaht	ə b ɑ t	0
abaiser	ə b e ɪ s ɚ	0
abaisse	ə b e ɪ s	0
abaissé	ə b e ɪ s e ɪ	0
abakan	ɑ b ə k ɑ n	0
abakan	ʌ b ʌ k a n	0
abalienate	æ b e ɪ l i ə n e ɪ t	0
abalienate	æ b e ɪ l j ə n e ɪ t	0
abalienation	æ b e ɪ l i ə n e ɪ ʃ ə n	0
abalienation	æ b e ɪ l j ə n e ɪ ʃ ə n	0
abalone	æ b ə l o ʊ n i	5
abamp	æ b æ m p	0
abampere	æ b æ m p iː ɹ	0
aband	aː b ɑ n t	0
aband	ə b æ n d	0
abandon	ə b æ n d n̩	182
abandoned	ə b æ n d n̩ d	424
abandonedly	ə b æ n d n̩ ə d l i	0
abandonee	ə b æ n d ə n i	0
abandonment	ə b æ n d n̩ m n̩ t	30
abaptiston	æ b æ p t ɪ s t ɑ n	0
abaptiston	æ b æ p t ɪ s t ɒ n	0
abarognosis	æ b ə ɹ ə ɡ n o ʊ s ɪ s	0
abarticular	æ b ɑ t ɪ k j u l ə	0
abarticular	æ b ɑ t ɪ k j ə l ə	0
abarticular	æ b ɑ ɹ t ɪ k j u l ə	0
abarticular	æ b ɑ ɹ t ɪ k j ə l ə	0
abarticulation	æ b ɑ t ɪ k j ə l e ɪ ʃ ə n	0
abarticulation	æ b ɑ t ɪ k j ʊ l e ɪ ʃ ə n	0
abarticulation	æ b ɑ ɹ t ɪ k j ə l e ɪ ʃ ə n	0
abarticulation	æ b ɑ ɹ t ɪ k j ʊ l e ɪ ʃ ə n	0
abas	ə b ɑ s	5
abase	ə b e ɪ s	1
abased	ə b e ɪ s t	0
abasedly	ə b e ɪ s ə d l i	0
abasement	ə b e ɪ s m ə n t	0
abaser	ə b e ɪ s ɚ	0
abash	ə b æ ʃ	0
abashedly	ə b æ ʃ ɪ d l i	0
abashedness	ə b æ ʃ ɪ d n ɪ s	0
abashless	ə b æ ʃ l ə s	0
abashlessly	ə b æ ʃ l ə s l i	0
abashment	ə b æ ʃ m ə n t	0
abasia	ə b e ɪ z i ə	0
abasia	ə b e ɪ ʒ i ə	0
abasia	ə b e ɪ ʒ ə	0
abasic	e ɪ b e ɪ s ɪ k	0
abassi	ə b ɑ s i	1
abastardize	e ɪ b æ s t ɚ d a ɪ z	0
abatable	ə b e ɪ t ə b ə l	0
abate	ə b e ɪ t	9
abatement	ə b e ɪ t m ə n t	49
abater	ə b e ɪ t ɚ	0
abates	ə b e ɪ t s	0
abatic	ə b æ t ɪ k	0
abating	ə b e ɪ t ɪ ŋ	8
abatis	æ b ə t i	0
abatis	æ b ə t ɪ s	0
abatised	æ b ə t i d	0
abatised	æ b ə t ɪ s t	0
abatised	ə b æ t i d	0
abatised	ə b æ t ɪ s t	0
abatises	æ b ə t ə s ə z	0
abatjour	ɑ b ɑ ʒ ʊ ɚ	0
abatjour	ɑ b ɑ ʒ ʊ ɹ	0
abator	ə b e ɪ t ə	0
abator	ə b e ɪ t ɚ	0
abatsons	ɑ b ɑ s ɔ̃	0
abatsons	ɑ b ɑ s ɔ̃ z	0
abattis	ə b æ t ɪ s	0
abattoir	æ b ə t w ɑ	8
abattoir	æ b ə t w ɑ ɹ	8
abature	æ b ə t j ʊ ɹ	0
abatvoix	ɑ b ɑ v w ɑ	0
abaxial	æ b æ k s i ə l	0
abay	ə b e ɪ	7
abaya	ə b e ɪ j ə	9
abaza	ə b ɑ z ə	2
