ँ	ə̃	0
ं	ə̃ m	13
ं	ə̃ n	13
ं	ə̃ ŋ	13
ं	ə̃ ɲ	13
ं	ə̃ ɳ	13
अंदाज़	ə n̪ d̪ äː z	197
अच्छापन	ə t͡ʃː ä p ə n	0
अतिथि	ə t̪ ɪ t̪ʰ i	410
अधर्म	ə dʱ ə r m	16
अधिकारी	ə dʱ ɪ k a r i	11152
अनाम	ə n aː m	61
अनुकरण	ə n ʊ k ə r ə ɳ	20
अनुच्छेद	ə n ʊ t ʃʰː eː d	136
अनुपम	ə n ʊ p ə m	428
अफीम	ə pʰ i m	71
अलार्म	ə l̪ ɑː ɾ m	47
अलार्म	ə l̪ ɑː ɾ ə m	47
अश्लीलता	ə ʃ l iː l t̪ aː	104
आ	äː	15104
आटा	ɑː ʈ ɑ	107
आदि	ɑː d̪ i	2265
आराम	ɑː ɾ ɑː m	863
ई	iː	357
उंस	ʊ n s	0
उपयोगिता	ʊ p j o ɡ ɪ t̪ aː	77
औसत	ɔː s ə t̪	1260
कंजूस	k ə̃ ɲ d͡ʒ uː s	7
कठिनता	k ə ʈʰ ɪ n t̪ ɑː	0
कपाल	k ə p a l	2
कब	k ə b	1197
करके	k ə r k e	4382
करण	k ə r ə ɳ	472
करता	k ə r t a	6486
करती	k ə r t i	5408
करते	k ə r t e	24720
करनेवाला	k ə r n e ʋ aː l aː	12
कला	k ə l ɑː	721
कामी	k aː m iː	4
कामुक	k a m ʊ k	78
कामुकता	k a m ʊ k t̪ a	13
कालिज	k ä l ɪ d͡ʒ	0
कालिज	k ɒ l ɪ d͡ʒ	0
काव्य	k aː ʋ j ə	154
कि	k ɪ	247092
केंद्रीकरण	k e n̪ d̪ ɾ iː k ə ɾ ə ɳ	1
क्योंकि	k j ũ k i	10376
खड़ा	kʰ ə ɽ aː	1670
खड़ी	kʰ ə ɽ iː	970
खड़े	kʰ ə ɽ eː	1678
खरोंचना	kʱ ə ɾ õ t͡ʃ n a	0
ख़ुदावंद	x ʊ d̪ a ʋ ə n d̪	0
गणतंत्र	ɡ ə ɳ t̪ ə n t̪ r ə	335
गणराज्य	ɡ ə ɳ ɾ ɑː d͡ʒ j ə	156
गांव	ɡ ɑ̃ː ʊ	6330
गाली	ɡ ɑː l iː	152
गुरमुखी	ɡ ʊ r m ʊ kʰ i	0
