bız	b ɘ z
а	ɑ
а	ɑ
А	ɑ
абажур	ɑ b ɑ ʒ u r
абайлау	ɑ b ɑ j l ɑ w
абайтану	ɑ b ɑ j t ɑ n ʊ w
аға	ɑ ʁ ɑ
ағай	ɑ ʁ ɑ j
ағайын	ɑ ʁ ɑ j ə n
ағайын	æ ʁ ɑ j ə n
ағаш	ɑ ʁ ɑ ʃ
ағза	ɑ ʁ z ɑ
ағу	ɑ ʁ ʊ w
ағу	æ ʁ ʊ w
ағызу	ɑ ʁ ə z ʊ w
ағылшын	ɑ ʁ ə l ʃ ə n
адам	ɑ d ɑ m
адамтамыр	ɑ d ɑ m t ɑ m ə r
ажал	ɑ ʒ ɑ l
Азамат	ɑ z ɑ m ɑ t
азамат	ɑ z ɑ m ɑ t
азаттық	ɑ z ɑ t t ə q
азшылық	ɑ z ʃ ə l ə q
азық	ɑ z ə q
Айгүл	ɑ j ɡ ʉ l
Айгүл	ɑ j ɡ y l
Айдай	ɑ j d ɑ j
аймақ	ɑ j m ɑ q
айран	ɑ j r ɑ n
айту	ɑ j t ʊ w
айтыс	ɑ j t ə s
айыр	ɑ j ə r
айыру	ɑ j ɯ r o̙ w
айыру	ɑ j ɯ r u
ақ	ɑ q
ақ	æ q
ақиқат	ɑ q ə j q ɑ t
аққу	ɑ q q o̙ w
аққу	ɑ q q u
аққу	æ q q o̙ w
аққу	æ q q u
ақпарат	ɑ q p ɑ r ɑ t
ақсақ	ɑ q s ɑ q
ақсақ	æ q s ɑ q
ақсақ	æ q s æ q
ақсаңдау	ɑ q s ɑ ŋ d ɑ w
ақсаңдау	æ q s ɑ ŋ d ɑ w
ақтару	ɑ q t ɑ r o̙ w
ақтару	ɑ q t ɑ r u
ақтару	æ q t ɑ r o̙ w
ақтару	æ q t ɑ r u
Ақтау	ɑ q t ɑ w
Ақтөбе	ɑ q t ɵ b e
ақша	ɑ q ʃ ɑ
ақша	æ q ʃ ɑ
ақыл	ɑ q ə l
ала	ɑ ɫ ɑ
алабұта	ɑ ɫ ɑ b o̙ t ɑ
алақай	ɑ l ɑ q ɑ j
аластау	ɑ l ɑ s t ɑ w
алғашқы	ɑ l ʁ ɑ ʃ q ə
алғырлық	ɑ l ʁ ə r l ə q
алғытөлем	ɑ l ʁ ə t ɵ l e m
алжапқыш	ɑ l ʒ ɑ p q ə ʃ
алма	ɑ l m ɑ
Алматы	ɑ l m ɑ t ə
алпыс	ɑ l p ə s
алпысыншы	ɑ l p ə̆ s ə n ʃ ə
алтау	ɑ l t ɑ w
алты	ɑ l t ə
алтыншы	ɑ l t ə n ʃ ə
алушы	ɑ l ʊ w ʃ ə
ант	ɑ n t
анық	ɑ n ə q
аңғар	ɑ ŋ ʁ ɑ r
апай	ɑ p ɑ j
аппақ	ɑ p p ɑ q
араб	ɑ r ɑ b
арамшөп	ɑ r ɑ m ʃ ɵ p
арзу	ɑ r z ʊ w
арзымайды	a r z ɨ m a j d ɨ
арзымайтын	a r z ɨ m a j t ɨ n
арқа	ɑ r q ɑ
арқан	ɑ r q ɑ n
аруақ	ɑ r ʊ w ɑ q
аруақ	æ r ʊ w ɑ q
арыстан	ɑ r ə s t ɑ n
арыстан	ɑ r s t ɑ n
арыш	a r ə ʃ
аскөк	ɑ s k ɵ k
аспан	ɑ s p ɑ n
аспап	ɑ s p ɑ p
Астана	ɑ s t ɑ n ɑ
астау	ɑ s t ɑ w
асу	ɑ s ʊ w
асхана	ɑ s q χ ɑ n ɑ
асхана	ɑ s χ ɑ n ɑ
ат	ɑ t
ата	ɑ t ɑ
атау	ɑ t ɑ w
атау	ɑ tː ɑ́ w
атқыш	ɑ t q ə ʃ
Атырау	ɑ t ə r ɑ w
Атырау	ɑ t r ɑ w
ауа	ɑ w ɑ
Ауғанстан	ɑ w ʁ ɑ n s t ɑ n
аудармашы	ɑ w d ɑ r m ɑ ʃ ə
ауыл	ɑ w ə l
Ахмет	ɑ χ m e t
аштық	ɑ ʃ t ə q
аяулы	ɑ j ɑ w l ə
ә	æ
Ә	æ
Әбдірахман	æ b d ɘ r ɑ χ m ɑ n
әдеби	æ d e b ɘ j
әдебиет	æ d e b ɘ j j e t
әдебиеттану	æ d e b ɘ j j e tː ɑ n ʊ w
