A	æːˀ
A'er	æːˀ ɐ
A'erne	æː ɐ n ə
A'ernes	æː ɐ n ə s
A'ers	æː ɐ s
A'et	æː ə d̥
A'ets	æː ə d̥ s
A's	æː s
ABC	æ b̥ e s eːˀ
ADHD	ɛ t e̝ h ɔ t e̝ˀ
ADHD	ɛˀ t e̝ˀ h ɔˀ t e̝ˀ
Aabenraa	ɔː b̥ m̩ ʁ ɔˀ
Aalborg	ʌ l p ɒːˀ
Aarhus	ɒː h u s
Aarhus	ɒː h uˀ s
Achilles	a kʰ i l ə s
Achilleus	a kʰ i l œ wˀ s
Afrodite	ɑ f ʁ o d̥ i d̥ ə
Amalie	a m æːˀ l j ə
Amerika	a m e ɐ̯ˀ i kʰ a
Amerika	a m eːˀ ʁ i kʰ a
Amerika	ɑ m e ɐ̯ˀ i kʰ a
Anders	ɑ n ɐ s
Andersen	ɑ n ɐ s n̩
Aphrodite	ɑ f ʁ o d̥ iː d̥ ə
Apollon	a pʰ ʌ l ʌ n
Arabien	a ʁ ɑːˀ b̥ i ə n
Arabien	ɑ ʁ ɑːˀ b̥ i ə n
Aristofanes	ɑ i s d̥ oˀ f a n ɛ s
Aristophanes	ɑ i s d̥ oˀ f a n ɛ s
Aristoteles	ɑ i s d̥ oˀ d̥ ə l ɛ s
Arne	ɑː n ə
Asien	æˀ ɕ ə n
Athen	a tˢ eˀ n
Athena	a tˢ eː n a
Athene	a tˢ eː n ə
Berlin	b̥ a ɐ̯ l iˀ n
Betelgeuse	b̥ e tˢ ɛ l ɡ̊ øː s ə
Blåtand	b̥ l ʌ tˢ a nˀ
Brasilien	b̥ ʁ ɑ s i lˀ j ə n
Britannien	b̥ ʁ i tˢ a nˀ j ə n
Bruxelles	b̥ ʁ y s ɛ l
Byzans	b̥ y s a nˀ s
Christian	kʰ ʁ ɛ s d̥ j a n
Cicero	s i s ə ʁ o
Cypern	kʰ y b̥ ɐ n
Danbo	d a̝ n b oˀ
Daniel	d̥ æːˀ n j ə l
Danmark	d̥ æ n m ɑ ɡ̊
Danmark	t æ n m ɑ̈ k
De	d̥ i
Dem	b̥ m̩
Dem	d̥ m̩
Dem	d̥ ɛ m
Des	d̥ i s
Dionysos	d̥ i o n y s ʌ s
Egon	eː ɡ̊ ʌ n
Elben	ɛ lˀ b̥ m̩
Ernst	æ n s d̥
Esbjerg	ɛ s b̥ j æ ɐ̯ˀ
Euripides	œ w ʁ i b̥ i d̥ ɛ s
Europa	e ʁ oː pʰ a
Folketing	f ʌ l ɡ̊ ə tˢ e ŋˀ
Folketinget	f ʌ l ɡ̊ ə tˢ e ŋˀ ə ð
Frankrig	f ʁ ɑ ŋ kʰ ʁ̥ i
Fyn	f yːˀ n
Færøerne	f ɛ ɐ̯ øːˀ ɐ n ə
Gallien	ɡ̊ a lˀ j ə n
