Afganistan	a ʋ ɡ áː n i s t a n
Afrika	áː f r i k a
Ahil	a x íː l
Albanec	a l b áː n ə t͡s
Albanija	a l b àː n i j a
Albanka	a l b áː n k a
Aleksander	a l ɛ k s àː n d ə r
Aljaska	a l j áː s k a
Alžirija	a l ʒ íː r i j a
Aman	áː m a n
Amerika	a m ɛ́ː r i k a
Ana	àː n a
Andaluzija	a n d a l ùː z i j a
Andora	a n d óː r a
Andreaš	a n d r ɛ àː ʃ
Andrej	a n d r ɛ̀ː j
Anglež	a n ɡ l éː ʃ
Angležinja	a n ɡ l éː ʒ i n j a
Anglija	áː n ɡ l i j a
Antarktika	a n t àː r k t i k a
Anton	a n t óː n
Arh	áː r x
Aristotel	a r i s t óː t ɛ l
Armenija	a r m èː n i j a
Asklepij	a s k l èː p i j
Atena	a t éː n a
Atene	a t éː n ɛ
Avstralija	a ʋ s t r àː l i j a
Avstrija	áː ʋ s t r i j a
Avstrijec	a ʋ s t r íː j ə t͡s
Avstrijka	a ʋ s t r íː j k a
Azerbajdžan	a z ɛ r b a j d͡ʒ áː n
Azija	àː z i j a
B	b
B	b èː
B	b éː
B	b ə́
Bahami	b a x áː m i
Bahrajn	b a x r áː j n
Barcelona	b a r t͡s ɛ l óː n a
Bask	b áː s k
Belgija	b èː l ɡ i j a
Belorusija	b ɛ l ɔ r úː s i j a
Benetke	b ɛ n éː t k ɛ
Beograd	b éː ɔ ɡ r a t
Betlehem	b éː t l ɛ x ɛ m
Blatnik	b l áː t n i k
Blaznik	b l áː z n i k
Bog	b óː k
Bolgar	b ɔ l ɡ áː r
Bolgarija	b ɔ l ɡ àː r i j a
Bolgarka	b ɔ l ɡ áː r k a
Borut	b óː r u t
Bosna	b óː s n a
Božič	b ɔ̀ː ʒ i t͡ʃ
Brazilija	b r a z ìː l i j a
Bretanja	b r ɛ t àː n j a
Bretonec	b r ɛ t óː n ə t͡s
Bretonka	b r ɛ t óː n k a
Britanija	b r i t àː n i j a
Bruselj	b r ùː s ə l
Buda	b úː d a
Budimpešta	b úː d i m p ɛ ʃ t a
Bukarešta	b u k a r éː ʃ t a
C	c ə
C	t͡s
C	t͡s èː
C	t͡s éː
C	t͡s ə́
Ciper	t͡s ìː p ə r
D	d
D	d èː
D	d éː
D	d ə́
DZ	d z èː
DZ	d z éː
DZ	d z ə́
DZ	d èː z è
DZ	d èː z èː
DZ	d éː z è
DZ	d éː z èː
DZ	d ə́ z ə́
DZ	d͡z
Damask	d a m áː s k
Danec	d áː n ə t͡s
Danka	d áː n k a
Danska	d áː n s k a
Divjak	d ìː ʋ j a k
Donava	d óː n a ʋ a
Drago	d r áː ɡ ɔ
Dunaj	d ùː n a j
Dz	d z èː
Dz	d z éː
Dz	d z ə́
Dz	d͡z
DŽ	d͡ʒ
DŽ	d͡ʒ èː
DŽ	d͡ʒ éː
DŽ	d͡ʒ ə́
Dž	d͡ʒ
Dž	d͡ʒ èː
Dž	d͡ʒ éː
Dž	d͡ʒ ə́
E	e
E	èː
E	éː
E	ə̀
E	ə́
E	ɛ
E	ɛː
E	ɛ̀ː
E	ɛ́
E	ɛ́ː
E	ɛ̆
Edvard	éː d ʋ a r t
Egipt	ɛ ɡ íː p t
Epir	ɛ p íː r
Erik	ɛ́ː r i k
Eritreja	ɛ r i t r ɛ́ː j a
Eržen	ɛ r ʒ éː n
Estonec	ɛ s t óː n ə t͡s
Estonija	ɛ s t òː n i j a
Estonka	ɛ s t óː n k a
Etiopija	ɛ t i j òː p i j a
Evropa	ɛ ʋ r óː p a
F	f
F	f ə
Felicijan	f ɛ l i t͡s i j áː n
Filipini	f i l i p íː n i
Finec	f íː n ə t͡s
Finka	f íː n k a
Finska	f íː n s k a
Franc	f r á n t͡s
Francija	f r àː n t͡s i j a
Francoz	f r a n t͡s óː s
Francozinja	f r a n t͡s óː z i n j a
G	ɡ
Galicija	ɡ a l ìː t͡s i j a
Gambija	ɡ àː m b i j a
Gana	ɡ áː n a
Golob	ɡ ɔ l óː p
Gorica	ɡ ɔ r ìː t͡s a
Gradec	ɡ r áː d ə t͡s
Gregorič	ɡ r èː ɡ ɔ r i t͡ʃ
Grenlandija	ɡ r éː n l áː n d i j a
Grk	ɡ ə́ r k
Grkinja	ɡ ə́ r k i n j a
Gruzija	ɡ r úː z i j a
Grčija	ɡ ə́ r t͡ʃ i j a
Gvajana	ɡ ʋ a j áː n a
Gvineja	ɡ ʋ i n ɛ́ː j a
H	x
Haag	x áː k
Habakuk	x a b a k úː k
Hercegovina	x ɛ r t͡s ɛ ɡ ɔ ʋ ìː n a
Herodot	x ɛ r óː d ɔ t
Heziod	x ɛ z i j óː t
Horvat	x ɔ́ː r ʋ a t
Hostnik	x óː s t n i k
Hrvaška	x ə r ʋ áː ʃ k a
I	i
I	iː
I	ìː
I	íː
I	î
Ihan	i x á n
Indija	ìː n d i j a
Indijec	íː n d i j ə t͡s
Indijka	ìː n d i j k a
Indonezija	i n d ɔ n èː z i j a
Irak	i r áː k
Irec	íː r ə t͡s
Irka	íː r k a
Irska	íː r s k a
Islandija	i s l àː n d i j a
Istanbul	íː s t a n b u l
Istra	íː s t r a
Italija	i t àː l i j a
Italijan	i t a l i j á n
Italijan	i t a l i j áː n
Italijanka	i t a l i j áː n k a
Ivan	íː ʋ a n
Izrael	íː z r a ɛ l
Jakac	j áː k a t͡s
Jamajka	j a m áː j k a
Janez	j àː n ɛ s
Japonska	j a p óː n s k a
Jasna	j áː s n a
Jazon	j áː z ɔ n
Jelena	j ɛ l éː n a
Jemen	j èː m ə n
Jeremija	j ɛ r ɛ m íː j a
Jeruzalem	j ɛ r úː z a l ɛ m
Jezus	j éː z u s
Jež	j èː ʃ
Jež	j éː ʃ
Jordanija	j ɔ r d àː n i j a
Jože	j óː ʒ ɛ
Jožef	j óː ʒ ɛ f
Jugoslavija	j u ɡ ɔ s l àː ʋ i j a
Jupiter	j úː p i t ə r
Jurij	j ùː r i j
Juvan	j úː ʋ a n
Kalifornija	k a l i f òː r n i j a
Kamerun	k áː m ɛ r u n
Kanada	k áː n a d a
Karel	k àː r ə l
Kartagina	k a r t áː ɡ i n a
Kastelic	k a s t éː l i t͡s
Katalonija	k a t a l òː n i j a
Kavkaz	k a ʋ k áː s
Kavčič	k áː ʋ t͡ʃ i t͡ʃ
Kazahstan	k áː z a x s t a n
Kelt	k éː l t
Kenija	k èː n i j a
Kern	k ɛ́ː r n
Kersnik	k ɛ r s n ìː k
Kitajec	k i t áː j ə t͡s
Kitajka	k i t áː j k a
Kitajska	k i t áː j s k a
Kleopatra	k l ɛ óː p a t r a
Klepec	k l ɛ̀ː p ə t͡s
Kmet	k m ɛ́ t
Kobarid	k ɔ b a r íː t
Koder	k òː d ə r
Kokalj	k òː k a l
Kokolj	k òː k ɔ l
Kokot	k ɔ k óː t
Komori	k ɔ m óː r i
Koreja	k ɔ r ɛ́ː j a
Koren	k ɔ r éː n
Korošec	k ɔ r óː ʃ ə t͡s
Koroška	k ɔ r óː ʃ k a
Kovač	k ɔ ʋ àː t͡ʃ
Kozorog	k ɔ z ɔ r óː k
