ក	k ɑː
កក	k ɑː ʔ
កកេរ	k ɑ k e i
កក់	k ɑ ʔ
កក់ក្ដៅ	k ɑ ʔ k ɗ a w
កក្កដា	k ɑ ʔ k a ʔ ɗ aː
កខ្វក់	k ɑ ʔ ʋ ɑ ʔ
កង	k ɑː ŋ
កងកម្លាំងប្រដាប់អាវុធ	k ɑː ŋ k ɑ m l a ŋ p r ɑ ɗ a p ʔ aː ʋ u t
កងទ័ព	k ɑː ŋ t ŏ ə p
កងទ័ពជើងទឹក	k ɑː ŋ t ŏ ə p c əː ŋ t ɨ k
កងពល	k ɑː ŋ p ŭ ə l
កងពលតូច	k ɑː ŋ p ŭ ə l t o u c
កងពលធំ	k ɑː ŋ p ŭ ə l tʰ o m
កង់	k ɑ ŋ
កង់បេរ៉ា	k ɑ ŋ ɓ e i r aː
កង់ហ្គូរូ	k ɑ ŋ ɡ o u r uː
កង្កែប	k ɑ ŋ k a e p
កង្ខា	k a ŋ kʰ aː
កង្ខើញ	k ɑ ŋ kʰ a ə ɲ
កង្ខើញដៃចូលដាល់	k ɑ ŋ kʰ a ə ɲ ɗ a j c o u l ɗ a l
កង្វល់	k ɑ ŋ ʋ ɑ l
កង្វិន	k ɑ ŋ ʋ ə n
កង្ហារ	k ɑ ŋ h aː
កង្ហែន	k ɑ ŋ h a e n
កជើង	k ɑː c əː ŋ
កញ្ចក់	k ɑ ɲ c ɑ ʔ
កញ្ចប់	k ɑ ɲ c ɑ p
កញ្ចុកបត្តសត្វ	k a ɲ c o ʔ k a ʔ ɓ a t t a ʔ s a t
កញ្ចែ	k ɑ ɲ c a e
កញ្ឆា	k ɑ ɲ cʰ aː
កញ្ជនជៃ	k ɑ ɲ c ɔː n c ɨ j
កញ្ជើ	k ɑ ɲ c əː
កញ្ជះ	k ɑ ɲ c ĕ ə h
កញ្ជ្រឹល	k ɑ ɲ c r ɨ l
កញ្ជ្រោង	k ɑ ɲ c r oː ŋ
កញ្ញា	k a ɲ ɲ aː
កដិពន្ធ	k a ʔ ɗ e p ŏ ə n
កដិពន្ធនាឡិកា	k a ʔ ɗ e p ŏ ə n n i ə l e k aː
កដៃ	k ɑː ɗ a j
កដ្ឋមណ្ឌូ	k ɑː ɗ m ɑː n ɗ uː
កណ្ដាប់	k ɑ n ɗ a p
កណ្ដាល	k ɑ n ɗ aː l
កណ្ដាស់	k ɑ n ɗ a h
កណ្ដឹង	k ɑ n ɗ ə ŋ
កណ្ដុរ	k ɑ n ɗ o l
កណ្ដុរប្រែង	k ɑ n ɗ o l p r a e ŋ
កណ្ដុរសំពៅ	k ɑ n ɗ o l s ɑ m p ɨ w
កណ្ដុរស្រូវ	k ɑ n ɗ a o s r ə w
កណ្ដូប	k ɑ n ɗ o u p
កណ្ដូបសេះ	k ɑ n ɗ o u p s e h
