ء	h a m z a h	0
ء	ʔ	0
ا	a l e f	0
ا	ä	0
ا	ɐ	0
ا	ə	0
ابالوني	a b a l o n e	0
اباک	a b a k ə	0
ابد	a b a t	0
اجرة	u d͡ʒ ə r a t	0
اجره	u d͡ʒ ə r a h	0
اخضر	a x d a r	0
ارݢينتوم	a r d͡ʒ ɛ n t ə m	0
ارݢينتوم	a r ɡ ɛ n t o m	0
ارݢينتوم	a r ɡ ɛ n t ə m	0
الله	a l l a h	0
الله	ɔ l l ɔ h	0
امس	ə m a s	0
انجيڠ	a n d͡ʒ e ŋ	0
اوکتوبر	ɔ k t o b ə r	0
اوۏوم	o v o m	0
اوݢوس	ɔ ɡ o s	0
ايتم	i t a m	0
اڤريل	a p r e l	0
ب	b	0
ب	b ɐ	0
ب	p̚	0
بارت	b a r a t	0
برلاو	b ə r l a u̯	0
بلاو	b ə l a u̯	0
بنتوروڠ	b ə n t u r o ŋ	0
بولن	b u l a n	0
بولوڠ	b o l o ŋ	0
بيرو	b i r u	0
بيسموت	b i s m o t	0
بيسموت	b i s m ə t	0
بيناتڠ	b i n a t a ŋ	0
بينتوروڠ	b i n t u r o ŋ	0
ت	t	0
ت	t ɐ	0
ت	t̚	0
تاهون	t a h o n	0
تقکن	t a ʔ k a n	0
تنتورون	t ə n t u r o n	0
توڠستن	t u ŋ s t ə n	0
تيمه	t i m a h	0
ث	s	0
ث	s ɐ	0
ج	d͡ʒ	0
ج	d͡ʒ e m	0
ج	t͡ʃ	0
جاکل	d͡ʒ a k a l	0
جم	d͡ʒ a m	0
جولاي	d͡ʒ u l a i̯	0
جون	d͡ʒ o n	0
ح	h	0
حيوان	h a i̯ w a n	0
حيوان	h e w a n	0
خ	x	0
خ	x ɔ	0
د	d	0
د	d a l	0
د	t̚	0
دتيق	d ə t e ʔ	0
ديسيمبر	d i s ɛ m b ə r	0
ديڠو	d i ŋ o	0
ديڠو	d i ŋ ɡ o	0
ذ	s	0
ذ	z	0
ذ	z a l	0
ذيب	z e p	0
ر	r	0
ر	r ɔ	0
رامبوتن	r a m b o t a n	0
رقسا	r a k s ə	0
روبه	r u b a h	0
ز	s	0
ز	z	0
ز	z a i̯	0
زيڠک	z e ŋ k ə	0
زيݢوت	z i ɡ ɔ t	0
س	s	0
س	s e n	0
س	s ə	0
ساتو	s a t o	0
ساتو	s a t u	0
ساعت	s a ʔ a t	0
ستوا	s a t u ə	0
ستوا	s a t w ə	0
سيامڠ	s i a m a ŋ	0
سيل	s e l	0
سيل	s ɪ l	0
سيڠ	s e ŋ	0
سيڤتيمبر	s ɛ p t ɛ m b ə r	0
ش	ʃ	0
ش	ʃ e n	0
ص	s	0
ص	s ɔ t	0
ض	d	0
ض	d ɔ t	0
ض	t̚	0
ط	t	0
ط	t ɔ	0
ط	t̚	0
ظ	s	0
ظ	z	0
ظ	z ɔ	0
ع	ʔ	0
ع	ʔ a e n	0
غ	ɣ	0
غ	ɣ a e n	0
غ	ɣ e n	0
ف	f	0
ف	f ɐ	0
ف	p	0
فضة	f i d a h	0
ق	k	0
ق	k̚	0
ق	q	0
ق	q a f	0
قرون	k u r o n	0
ك	k	0
ك	k a f	0
ك	k̚	0
ك	ɡ	0
ل	l	0
ل	l a m	0
لوتوڠ	l o t o ŋ	0
لڠکيڠ	l a ŋ k e ŋ	0
م	m	0
م	m e m	0
مرکوري	m ə r k u r i	0
مس	m a s	0
مغرب	m a ɡ ə r e p	0
مغرب	m a ɣ ə r e p	0
ممبرڠ	m ə m b ə r a ŋ	0
ممرڠ	m ə m ə r a ŋ	0
موسڠ	m u s a ŋ	0
مينيت	m i n e t	0
ميڠݢو	m i ŋ ɡ u	0
مچ	m a t͡ʃ	0
ن	n	0
ن	n o n	0
نوۏيمبر	n o v ɛ m b ə r	0
نيلا	n i l ə	0
نيلاکندي	n i l ə k a n d i	0
ه	h	0
هيتم	h i t a m	0
هيجاو	h i d͡ʒ a u̯	0
و	f	0
و	o	0
و	u	0
و	v	0
و	w	0
و	w a u̯	0
و	ɔ	0
وولفرم	w ɔ l f r a m	0
وولفرم	w ɔ l f r ɛ m	0
ى	j ə	0
ى	ə	0
ي	e	0
ي	i	0
ي	j	0
ي	j ɐ	0
ي	ɛ	0
يوم	j a o m	0
چ	t͡ʃ	0
چ	t͡ʃ ɐ	0
چيته	t͡ʃ i t a h	0
ڠ	ŋ	0
ڠ	ŋ ɐ	0
ڠاراي	ŋ a r a i̯	0
ڤ	p	0
ڤ	p ɐ	0
ڤ	p̚	0
ڤاءول	p a o l	0
ڤاواک	p a w a k ə	0
ڤلومبوم	p l a m b ə m	0
ڤلومبوم	p l u m b o m	0
ڤلومبوم	p l u m b ə m	0
ڤندا	p a n d ə	0
ڤوما	p u m ɐ	0
ڤوما	p u m ə	0
ڤيراو	p i r a u̯	0
ڤڠوۏومن	p ə ŋ o v o m a n	0
ک	k	0
ک	k a f	0
ک	k̚	0
کلابو	k ə l a b u	0
کلورين	k l ɔ r ɪ n	0
کمڤڽى	k a m p a ɲ ə	0
کنيون	k a ɲ o n	0
کنچان	k ə n t͡ʃ a n ə	0
کولون	k u l o n	0
کويوتي	k a j o t i	0
کويوتي	k o j o t e	0
کويوق	k u j o ʔ	0
کوݢر	k u ɡ a r	0
کوݢر	k u ɡ ɐ r	0
کيريق	k i r e ʔ	0
کيمڤين	k e m p e n	0
ڬ	k̚	0
ڬ	ɡ	0
ڬ	ɡ ɐ	0
