ady_phonetic.tsv	ady	Adygei; Adyghe	Adyghe	True	Phonetic	4548
alb_phonemic.tsv	alb	Albanian	Albanian	True	Phonemic	1149
alb_phonetic.tsv	alb	Albanian	Albanian	True	Phonetic	707
grc_phonemic.tsv	grc	Ancient Greek (to 1453)	Ancient Greek	True	Phonemic	66991
ara_phonemic.tsv	ara	Arabic	Arabic	False	Phonemic	4881
ara_phonetic.tsv	ara	Arabic	Arabic	False	Phonetic	115
arc_phonemic.tsv	arc	Imperial Aramaic (700-300 BCE); Official Aramaic (700-300 BCE)	Aramaic	False	Phonemic	1165
arm_phonetic.tsv	arm	Armenian	Armenian	True	Phonetic	13537
asm_phonemic.tsv	asm	Assamese	Assamese	False	Phonemic	2199
aze_phonemic.tsv	aze	Azerbaijani	Azerbaijani	True	Phonemic	211
aze_phonetic.tsv	aze	Azerbaijani	Azerbaijani	True	Phonetic	1832
bak_phonetic.tsv	bak	Bashkir	Bashkir	True	Phonetic	1920
bel_phonetic.tsv	bel	Belarusian	Belarusian	True	Phonetic	1157
bul_phonemic.tsv	bul	Bulgarian	Bulgarian	True	Phonemic	34418
bur_phonemic.tsv	bur	Burmese	Burmese	False	Phonemic	3932
cat_phonemic.tsv	cat	Catalan; Valencian	Catalan	True	Phonemic	44830
nci_phonemic.tsv	nci	Classical Nahuatl	Classical Nahuatl	True	Phonemic	794
nci_phonetic.tsv	nci	Classical Nahuatl	Classical Nahuatl	True	Phonetic	1181
syc_phonetic.tsv	syc	Classical Syriac	Classical Syriac	False	Phonetic	5922
cze_phonemic.tsv	cze	Czech	Czech	True	Phonemic	3444
cze_phonetic.tsv	cze	Czech	Czech	True	Phonetic	19578
dan_phonemic.tsv	dan	Danish	Danish	True	Phonemic	3457
dan_phonetic.tsv	dan	Danish	Danish	True	Phonetic	4112
dut_phonemic.tsv	dut	Dutch; Flemish	Dutch	True	Phonemic	21307
dut_phonetic.tsv	dut	Dutch; Flemish	Dutch	True	Phonetic	627
egy_phonemic.tsv	egy	Egyptian (Ancient)	Egyptian	False	Phonemic	2461
epo_phonemic.tsv	epo	Esperanto	Esperanto	True	Phonemic	13856
fao_phonemic.tsv	fao	Faroese	Faroese	True	Phonemic	1631
fao_phonetic.tsv	fao	Faroese	Faroese	True	Phonetic	1133
fin_phonemic.tsv	fin	Finnish	Finnish	True	Phonemic	37405
fin_phonetic.tsv	fin	Finnish	Finnish	True	Phonetic	37372
fre_phonemic.tsv	fre	French	French	True	Phonemic	51838
fre_phonetic.tsv	fre	French	French	True	Phonetic	196
glg_phonemic.tsv	glg	Galician	Galician	True	Phonemic	4258
glg_phonetic.tsv	glg	Galician	Galician	True	Phonetic	104
geo_phonemic.tsv	geo	Georgian	Georgian	False	Phonemic	14034
ger_phonemic.tsv	ger	German	German	True	Phonemic	24667
ger_phonetic.tsv	ger	German	German	True	Phonetic	10030
gre_phonemic.tsv	gre	Modern Greek (1453-)	Greek	True	Phonemic	7601
gre_phonetic.tsv	gre	Modern Greek (1453-)	Greek	True	Phonetic	421
hin_phonemic.tsv	hin	Hindi	Hindi	False	Phonemic	7920
hin_phonetic.tsv	hin	Hindi	Hindi	False	Phonetic	263
hun_phonetic.tsv	hun	Hungarian	Hungarian	True	Phonetic	43393
ice_phonemic.tsv	ice	Icelandic	Icelandic	True	Phonemic	9305
ice_phonetic.tsv	ice	Icelandic	Icelandic	True	Phonetic	338
ido_phonemic.tsv	ido	Ido	Ido	True	Phonemic	4876
ind_phonemic.tsv	ind	Indonesian	Indonesian	True	Phonemic	1047
gle_phonemic.tsv	gle	Irish	Irish	True	Phonemic	6102
gle_phonetic.tsv	gle	Irish	Irish	True	Phonetic	1649
ita_phonemic.tsv	ita	Italian	Italian	True	Phonemic	9397
ita_phonetic.tsv	ita	Italian	Italian	True	Phonetic	5435
jpn_phonemic.tsv	jpn	Japanese	Japanese	False	Phonemic	130
jpn_phonetic.tsv	jpn	Japanese	Japanese	False	Phonetic	24346
kor_phonetic.tsv	kor	Korean	Korean	False	Phonetic	12537
kur_phonemic.tsv	kur	Kurdish	Kurdish	True	Phonemic	1122
lat_phonemic.tsv	lat	Latin	Latin	True	Phonemic	34864
lat_phonetic.tsv	lat	Latin	Latin	True	Phonetic	31695
lav_phonetic.tsv	lav	Latvian	Latvian	True	Phonetic	1269
lit_phonemic.tsv	lit	Lithuanian	Lithuanian	True	Phonemic	279
