aar_latn_broad.tsv	aar	Afar	Afar	Latin		False	Broad	True	715
acw_arab_broad.tsv	acw	Hijazi Arabic	Hijazi Arabic	Arabic		False	Broad	False	1090
acw_arab_narrow.tsv	acw	Hijazi Arabic	Hijazi Arabic	Arabic		False	Narrow	False	167
ady_cyrl_narrow.tsv	ady	Adygei; Adyghe	Adyghe	Cyrillic		False	Narrow	True	5123
ady_cyrl_narrow_filtered.tsv	ady	Adygei; Adyghe	Adyghe	Cyrillic		True	Narrow	True	4895
afb_arab_broad.tsv	afb	Gulf Arabic	Gulf Arabic	Arabic		False	Broad	False	528
afr_latn_broad.tsv	afr	Afrikaans	Afrikaans	Latin		False	Broad	True	1685
afr_latn_broad_filtered.tsv	afr	Afrikaans	Afrikaans	Latin		True	Broad	True	1659
afr_latn_narrow.tsv	afr	Afrikaans	Afrikaans	Latin		False	Narrow	True	121
ajp_arab_broad.tsv	ajp	South Levantine Arabic	South Levantine Arabic	Arabic		False	Broad	False	155
alb_latn_broad.tsv	alb	Albanian	Albanian	Latin		False	Broad	True	1450
alb_latn_narrow.tsv	alb	Albanian	Albanian	Latin		False	Narrow	True	823
ale_latn_broad.tsv	ale	Aleut	Aleut	Latin		False	Broad	True	104
ang_latn_broad.tsv	ang	Old English (ca. 450-1100)	Old English	Latin		False	Broad	True	8854
ang_latn_narrow.tsv	ang	Old English (ca. 450-1100)	Old English	Latin		False	Narrow	True	4341
aot_latn_broad.tsv	aot	Atong (India)	Atong (India)	Latin		False	Broad	True	140
apw_latn_narrow.tsv	apw	Western Apache	Western Apache	Latin		False	Narrow	True	158
ara_arab_broad.tsv	ara	Arabic	Arabic	Arabic		False	Broad	False	7279
arc_hebr_broad.tsv	arc	Imperial Aramaic (700-300 BCE); Official Aramaic (700-300 BCE)	Aramaic	Hebrew		False	Broad	False	1156
arm_armn_e_narrow.tsv	arm	Armenian	Armenian	Armenian	Eastern Armenian, standard	False	Narrow	True	14182
arm_armn_e_narrow_filtered.tsv	arm	Armenian	Armenian	Armenian	Eastern Armenian, standard	True	Narrow	True	14177
arm_armn_w_narrow.tsv	arm	Armenian	Armenian	Armenian	Western Armenian, standard	False	Narrow	True	14065
arm_armn_w_narrow_filtered.tsv	arm	Armenian	Armenian	Armenian	Western Armenian, standard	True	Narrow	True	14040
ary_arab_broad.tsv	ary	Moroccan Arabic	Moroccan Arabic	Arabic		False	Broad	False	1309
arz_arab_broad.tsv	arz	Egyptian Arabic	Egyptian Arabic	Arabic		False	Broad	False	113
asm_beng_broad.tsv	asm	Assamese	Assamese	Bengali		False	Broad	False	2350
ast_latn_narrow.tsv	ast	Asturian	Asturian	Latin		False	Narrow	True	133
ayl_arab_broad.tsv	ayl	Libyan Arabic	Libyan Arabic	Arabic		False	Broad	False	157
aze_latn_broad.tsv	aze	Azerbaijani	Azerbaijani	Latin		False	Broad	True	259
aze_latn_narrow.tsv	aze	Azerbaijani	Azerbaijani	Latin		False	Narrow	True	2821
aze_latn_narrow_filtered.tsv	aze	Azerbaijani	Azerbaijani	Latin		True	Narrow	True	2635
bak_cyrl_broad.tsv	bak	Bashkir	Bashkir	Cyrillic		False	Broad	True	108
bak_cyrl_narrow.tsv	bak	Bashkir	Bashkir	Cyrillic		False	Narrow	True	2049
ban_bali_broad.tsv	ban	Balinese	Balinese	Balinese		False	Broad	True	186
baq_latn_broad.tsv	baq	Basque	Basque	Latin		False	Broad	True	1742
baq_latn_narrow.tsv	baq	Basque	Basque	Latin		False	Narrow	True	186
bcl_latn_broad.tsv	bcl	Central Bikol	Bikol Central	Latin		False	Broad	True	100
bdq_latn_broad.tsv	bdq	Bahnar	Bahnar	Latin		False	Broad	True	161
bel_cyrl_narrow.tsv	bel	Belarusian	Belarusian	Cyrillic		False	Narrow	True	3203
ben_beng_broad.tsv	ben	Bengali	Bengali	Bengali		False	Broad	False	792
ben_beng_narrow.tsv	ben	Bengali	Bengali	Bengali		False	Narrow	False	168
