
аб'явіць	аб'яві́це	V;IMP;2;PL
аб'явіць	аб'яві́лі	V;PST;PL
аб'явіць	аб'яві́	V;IMP;2;SG
аб'явіць	аб'я́вім	V;FUT;1;PL
аб'явіць	аб'яві́ла	V;PST;SG;FEM
аб'явіць	аб'яві́ла	V;PST;SG;NEUT
аб'явіць	аб'я́віце	V;FUT;2;PL
аб'явіць	аб'яві́ў	V;PST;SG;MASC
аб'явіць	аб'я́віш	V;FUT;2;SG
аб'явіць	аб'я́вяць	V;FUT;3;PL
аб'явіць	аб'яўлю́	V;FUT;1;SG
аб'явіць	аб'я́віць	V;FUT;3;SG

аб'яўляць	аб’яўля́йце	V;IMP;2;PL
аб'яўляць	аб’яўля́лі	V;PST;PL
аб'яўляць	аб’яўля́й	V;IMP;2;SG
аб'яўляць	бу́дзем аб’яўля́ць	V;FUT;1;PL
аб'яўляць	аб’яўля́е	V;PRS;3;SG
аб'яўляць	аб’яўля́ем	V;PRS;1;PL
аб'яўляць	аб’яўля́еш	V;PRS;2;SG
аб'яўляць	аб’яўля́ла	V;PST;SG;FEM
аб'яўляць	аб’яўля́ла	V;PST;SG;NEUT
аб'яўляць	бу́дзеце аб’яўля́ць	V;FUT;2;PL
аб'яўляць	аб’яўля́ў	V;PST;SG;MASC
аб'яўляць	бу́дзеш аб’яўля́ць	V;FUT;2;SG
аб'яўляць	аб’яўля́юць	V;PRS;3;PL
аб'яўляць	аб’яўля́ю	V;PRS;1;SG
аб'яўляць	бу́дуць аб’яўля́ць	V;FUT;3;PL
аб'яўляць	бу́ду аб’яўля́ць	V;FUT;1;SG
аб'яўляць	бу́дзе аб’яўля́ць	V;FUT;3;SG
аб'яўляць	аб’яўля́еце	V;PRS;2;PL

абавязак	абавя́зкаў	N;GEN;PL
абавязак	абавя́зку	N;ESS;SG
абавязак	абавя́зкі	N;ACC;PL
абавязак	абавя́зкам	N;INS;SG
абавязак	абавя́зку	N;GEN;SG
абавязак	абавя́зак	N;NOM;SG
абавязак	абавя́зкамі	N;INS;PL
абавязак	абавя́зкі	N;NOM;PL
абавязак	абавя́зак	N;ACC;SG
абавязак	абавя́зкам	N;DAT;PL
абавязак	абавя́зку	N;DAT;SG
абавязак	абавя́зках	N;ESS;PL

абавязацельства	абавяза́цельстваў	N;GEN;PL
абавязацельства	абавяза́цельстве	N;ESS;SG
абавязацельства	абавяза́цельствы	N;ACC;PL
абавязацельства	абавяза́цельствам	N;INS;SG
абавязацельства	абавяза́цельства	N;GEN;SG
абавязацельства	абавяза́цельства	N;NOM;SG
абавязацельства	абавяза́цельствамі	N;INS;PL
абавязацельства	абавяза́цельствы	N;NOM;PL
абавязацельства	абавяза́цельства	N;ACC;SG
абавязацельства	абавяза́цельствам	N;DAT;PL
абавязацельства	абавяза́цельству	N;DAT;SG
абавязацельства	абавяза́цельствах	N;ESS;PL

абавязковы	абавязко́вымі	ADJ;INS;PL
абавязковы	абавязко́вую	ADJ;ACC;FEM;SG
абавязковы	абавязко́вы	ADJ;NOM;MASC;SG
абавязковы	абавязко́выя	ADJ;ACC;INAN;PL
абавязковы	абавязко́вай	ADJ;INS;FEM;SG
абавязковы	абавязко́ваю	ADJ;INS;FEM;SG
абавязковы	абавязко́вых	ADJ;GEN;PL
абавязковы	абавязко́вым	ADJ;ESS;MASC;SG
абавязковы	абавязко́вым	ADJ;ESS;NEUT;SG
абавязковы	абавязко́вае	ADJ;NOM;NEUT;SG
абавязковы	абавязко́вае	ADJ;ACC;NEUT;SG
абавязковы	абавязко́ваму	ADJ;DAT;MASC;SG
абавязковы	абавязко́ваму	ADJ;DAT;NEUT;SG
абавязковы	абавязко́вай	ADJ;GEN;FEM;SG
абавязковы	абавязко́вай	ADJ;ESS;FEM;SG
абавязковы	абавязко́вым	ADJ;INS;MASC;SG
абавязковы	абавязко́вым	ADJ;INS;NEUT;SG
абавязковы	абавязко́вая	ADJ;NOM;FEM;SG
абавязковы	абавязко́вай	ADJ;DAT;FEM;SG
абавязковы	абавязко́вых	ADJ;ACC;ANIM;PL
абавязковы	абавязко́вых	ADJ;ESS;PL
абавязковы	абавязко́вы	ADJ;INAN;ACC;MASC;SG
абавязковы	абавязко́вага	ADJ;GEN;MASC;SG
абавязковы	абавязко́вага	ADJ;GEN;NEUT;SG
абавязковы	абавязко́вым	ADJ;DAT;PL
абавязковы	абавязко́вага	ADJ;ANIM;ACC;MASC;SG
абавязковы	абавязко́выя	ADJ;NOM;PL

абараняць	абараня́йце	V;IMP;2;PL
абараняць	абараня́лі	V;PST;PL
абараняць	абараня́й	V;IMP;2;SG
абараняць	бу́дзем абараня́ць	V;FUT;1;PL
абараняць	абараня́е	V;PRS;3;SG
абараняць	абараня́ем	V;PRS;1;PL
абараняць	абараня́еш	V;PRS;2;SG
абараняць	абараня́ла	V;PST;SG;FEM
абараняць	абараня́ла	V;PST;SG;NEUT
абараняць	бу́дзеце абараня́ць	V;FUT;2;PL
абараняць	абараня́ў	V;PST;SG;MASC
абараняць	бу́дзеш абараня́ць	V;FUT;2;SG
абараняць	абараня́юць	V;PRS;3;PL
абараняць	абараня́ю	V;PRS;1;SG
абараняць	бу́дуць абараня́ць	V;FUT;3;PL
абараняць	бу́ду абараня́ць	V;FUT;1;SG
абараняць	бу́дзе абараня́ць	V;FUT;3;SG
абараняць	абараня́еце	V;PRS;2;PL

абараніць	абарані́це	V;IMP;2;PL
абараніць	абарані́лі	V;PST;PL
абараніць	абарані́	V;IMP;2;SG
абараніць	абаро́нім	V;FUT;1;PL
абараніць	абарані́ла	V;PST;SG;FEM
абараніць	абарані́ла	V;PST;SG;NEUT
абараніць	абаро́ніце	V;FUT;2;PL
абараніць	абарані́ў	V;PST;SG;MASC
абараніць	абаро́ніш	V;FUT;2;SG
абараніць	абаро́няць	V;FUT;3;PL
абараніць	абараню́	V;FUT;1;SG
абараніць	абаро́ніць	V;FUT;3;SG

абарачацца	абарача́йся	V;IMP;2;SG
абарачацца	абарача́лася	V;PST;SG;NEUT
абарачацца	абарача́йцеся	V;IMP;2;PL
абарачацца	бу́дзе абарача́цца	V;FUT;3;SG
абарачацца	абарача́ліся	V;PST;PL
абарачацца	абарача́ешся	V;PRS;2;SG
абарачацца	абарача́ецца	V;PRS;3;SG
абарачацца	абарача́юся	V;PRS;1;SG
абарачацца	абарача́юцца	V;PRS;3;PL
абарачацца	абарача́ўся	V;PST;SG;MASC
абарачацца	абарача́лася	V;PST;SG;FEM
абарачацца	бу́дзем абарача́цца	V;FUT;1;PL
абарачацца	бу́ду абарача́цца	V;FUT;1;SG
абарачацца	абарача́ецеся	V;PRS;2;PL
абарачацца	бу́дзеце абарача́цца	V;FUT;2;PL
абарачацца	бу́дуць абарача́цца	V;FUT;3;PL
абарачацца	бу́дзеш абарача́цца	V;FUT;2;SG
абарачацца	абарача́емся	V;PRS;1;PL

абарона	абаро́н	N;GEN;PL
абарона	абаро́не	N;ESS;SG
абарона	абаро́ны	N;ACC;PL
абарона	абаро́най	N;INS;SG
абарона	абаро́ны	N;GEN;SG
абарона	абаро́на	N;NOM;SG
абарона	абаро́намі	N;INS;PL
абарона	абаро́ны	N;NOM;PL
абарона	абаро́ну	N;ACC;SG
абарона	абаро́нам	N;DAT;PL
абарона	абаро́не	N;DAT;SG
абарона	абаро́нах	N;ESS;PL

абат	аба́ты	N;NOM;PL
абат	аба́там	N;DAT;PL
абат	аба́тамі	N;INS;PL
абат	аба́це	N;ESS;SG
абат	аба́ту	N;DAT;SG
абат	аба́та	N;GEN;SG
абат	аба́тах	N;ESS;PL
абат	аба́таў	N;GEN;PL
абат	аба́там	N;INS;SG
абат	аба́таў	N;ACC;PL
абат	аба́та	N;ACC;SG
абат	аба́т	N;NOM;SG

абатыса	абаты́сы	N;NOM;PL
абатыса	абаты́сам	N;DAT;PL
абатыса	абаты́самі	N;INS;PL
абатыса	абаты́се	N;ESS;SG
абатыса	абаты́се	N;DAT;SG
абатыса	абаты́сы	N;GEN;SG
абатыса	абаты́сах	N;ESS;PL
абатыса	абаты́с	N;GEN;PL
абатыса	абаты́сай	N;INS;SG
абатыса	абаты́с	N;ACC;PL
абатыса	абаты́су	N;ACC;SG
абатыса	абаты́са	N;NOM;SG

абацтва	аба́цтвы	N;NOM;PL
абацтва	аба́цтвам	N;DAT;PL
абацтва	аба́цтвамі	N;INS;PL
абацтва	аба́цтве	N;ESS;SG
абацтва	аба́цтву	N;DAT;SG
абацтва	аба́цтва	N;GEN;SG
абацтва	аба́цтвах	N;ESS;PL
абацтва	аба́цтваў	N;GEN;PL
абацтва	аба́цтвам	N;INS;SG
абацтва	аба́цтвы	N;ACC;PL
абацтва	аба́цтва	N;ACC;SG
абацтва	аба́цтва	N;NOM;SG

абвозіць	абво́зьце	V;IMP;2;PL
абвозіць	абво́зі́лі	V;PST;PL
абвозіць	абво́зь	V;IMP;2;SG
абвозіць	бу́дзем абво́зіць	V;FUT;1;PL
абвозіць	абво́зіць	V;PRS;3;SG
абвозіць	абво́зім	V;PRS;1;PL
абвозіць	абво́зіш	V;PRS;2;SG
абвозіць	абво́зі́ла	V;PST;SG;FEM
абвозіць	абво́зі́ла	V;PST;SG;NEUT
абвозіць	бу́дзеце абво́зіць	V;FUT;2;PL
абвозіць	абво́зі́ў	V;PST;SG;MASC
абвозіць	бу́дзеш абво́зіць	V;FUT;2;SG
абвозіць	абво́зяць	V;PRS;3;PL
абвозіць	абво́жу	V;PRS;1;SG
абвозіць	бу́дуць абво́зіць	V;FUT;3;PL
абвозіць	бу́ду абво́зіць	V;FUT;1;SG
абвозіць	бу́дзе абво́зіць	V;FUT;3;SG
абвозіць	абво́зіце	V;PRS;2;PL

абвінаваціць	абвінава́ць	V;IMP;2;SG
абвінаваціць	абвінава́ціла	V;PST;SG;NEUT
абвінаваціць	абвінава́цьце	V;IMP;2;PL
абвінаваціць	абвінава́ціць	V;FUT;3;SG
абвінаваціць	абвінава́цілі	V;PST;PL
абвінаваціць	абвінава́ціў	V;PST;SG;MASC
абвінаваціць	абвінава́ціла	V;PST;SG;FEM
абвінаваціць	абвінава́цім	V;FUT;1;PL
абвінаваціць	абвінава́чу	V;FUT;1;SG
абвінаваціць	абвінава́ціце	V;FUT;2;PL
абвінаваціць	абвінава́цяць	V;FUT;3;PL
абвінаваціць	абвінава́ціш	V;FUT;2;SG

абвінавачваць	абвінава́чвайце	V;IMP;2;PL
абвінавачваць	абвінава́чвалі	V;PST;PL
